ID,DataName,Value,Key,English,es,ar,fr,hi,ko,tl,vi,zh,
77,Correct_Answer_2,fought for civil rights,Correct_Answer_2,fought for civil rights,luchó por los derechos civiles,_____ __ ___ ______ _______,a lutté pour les droits civiques,______ ________ __ ___ _____,____ __ ___,lumaban para sa mga karapatang sibil,__u tranh cho quy_n dân s_,______,
77,Correct_Rationale_2,Women's rights are part of the broader civil rights movement.,Correct_Rationale_2,Women's rights are part of the broader civil rights movement.,Los derechos de las mujeres son parte del movimiento más amplio por los derechos civiles.,____ ______ ___ __ ______ ______ ______ _______.,Les droits des femmes font partie du mouvement plus large des droits civiques.,_______ __ ______ ______ ______ ______ ______ __ ______ ____,___ ___ _ ____ ___ ___ ____.,Ang karapatan ng kababaihan ay bahagi ng mas malawak na kilusan para sa mga karapatang sibil.,Quy_n c_a ph_ n_ là m_t ph_n c_a phong trào dân quy_n r_ng l_n h_n.,_________________,
77,Correct_Answer_3,fought for women's suffrage,Correct_Answer_3,fought for women's suffrage,luchó por el sufragio femenino,_____ __ ___ __ ______ __ _______,a lutté pour le suffrage des femmes,_______ __ ________ __ ___ _____,__ ____ __ ___,lumaban para sa karapatan ng kababaihan na bumoto,__u tranh cho quy_n b_u c_ c_a ph_ n_,_________,
77,Correct_Rationale_3,She was a leader in the movement to secure voting rights for women.,Correct_Rationale_3,She was a leader in the movement to secure voting rights for women.,Fue una líder en el movimiento para asegurar el derecho al voto de las mujeres.,____ _____ __ ______ ______ __ ______ __ _______.,Elle a été une dirigeante dans le mouvement pour garantir le droit de vote des femmes.,__ _______ __ _____ ______ ________ ____ __ ______ ___ __ ____ ____,___ ___ ____ ____ __ ___ _____.,Isa siyang pinuno sa kilusan upang matiyak ang karapatan ng kababaihan na bumoto.,Bà là m_t lãnh __o trong phong trào _òi quy_n b_u c_ cho ph_ n_.,__________________,
77,Wrong_Answer_1,"was the first woman elected to the Senate, was a nurse in the Civil War",Wrong_Answer_1,"was the first woman elected to the Senate, was a nurse in the Civil War","fue la primera mujer elegida al Senado, fue enfermera en la Guerra Civil","____ ___ _____ ______ _____ _______ _____ _____ __ _____ _______","a été la première femme élue au Sénat, était infirmière pendant la guerre de Sécession","_____ __ ___ ____ ____ ____ ____ _____ ___, ________ ___ ____ ___","___ ___ ___ __, ______ _____","ang unang babae na nahalal sa Senado, naging nars noong Digmaang Sibil","là ng__i ph_ n_ __u tiên ___c b_u vào Th__ng vi_n, là y tá trong N_i chi_n",________________________,
77,Wrong_Rationale_1,"She fought her entire life for women's right to vote but did not live to see women vote or hold office. The famous nurse from the Civil War era is Clara Barton, who founded the American Red Cross, not Susan B. Anthony.",Wrong_Rationale_1,"She fought her entire life for women's right to vote but did not live to see women vote or hold office. The famous nurse from the Civil War era is Clara Barton, who founded the American Red Cross, not Susan B. Anthony.","Luchó toda su vida por el derecho al voto de las mujeres, pero no vivió para verlas votar o ejercer cargos. La famosa enfermera de la era de la Guerra Civil fue Clara Barton, quien fundó la Cruz Roja Americana, no Susan B. Anthony.","_____ ____ ______ __ ___ __ ______ __ _______ _____ __ ___ ____ ______ _____ __ ______ _______. _______ _______ __ ___ _____ _______ __ _____ _______ ____ ____ ______ ______ _________ ____ _____ _. ______.","Elle a lutté toute sa vie pour le droit de vote des femmes mais n’a pas vécu assez longtemps pour les voir voter ou occuper des fonctions. L’infirmière célèbre de l’époque de la guerre de Sécession était Clara Barton, qui a fondé la Croix-Rouge américaine, pas Susan B. Anthony.","____ ____ ____ ____ _______ __ _____ ______ __ ___ ______ ____, _____ _______ __ ___ ____ __ __ _______ ___ ____ ___ _____ ________ ___ __ ________ ____ ______ ______ ___, _________ _______ ___ _____ __ _______ __, _ __ _____ __. ______",___ __ ___ ____ __ ____ ____ _____ ___ ___ __ __ ___. ____ ___ ___ ____ __ ____ ___ ___ ____ __ B. ____ ___.,"Nagtalaga siya ng buong buhay niya para sa karapatan ng kababaihan na bumoto ngunit hindi na siya nabuhay upang makita itong mangyari. Ang tanyag na nars mula sa panahon ng Digmaang Sibil ay si Clara Barton, na nagtatag ng American Red Cross, hindi si Susan B. Anthony.","Bà _ã dành c_ __i __ __u tranh cho quy_n b_u c_ c_a ph_ n_ nh_ng không s_ng __ lâu __ ch_ng ki_n h_ _i b_u ho_c n_m gi_ ch_c v_. N_ y tá n_i ti_ng trong th_i N_i chi_n là Clara Barton, ng__i sáng l_p H_i Ch_ th_p __ Hoa K_, ch_ không ph_i Susan B. Anthony.",______________________________________________·___________________·B·____,
77,Wrong_Answer_2,"signed the Emancipation Proclamation, was the first female President",Wrong_Answer_2,"signed the Emancipation Proclamation, was the first female President","firmó la Proclamación de Emancipación, fue la primera presidenta","____ ___ _____ _____ _______ _____ ___ _____","a signé la Proclamation d’émancipation, a été la première femme Présidente","______ ________ __ _________ ___, ____ _____ __________ ____","_______ ____, ___ __ ______","lumagda sa Proklamasyon ng Emansipasyon, naging unang babaeng Pangulo","k_ Tuyên ngôn Gi_i phóng Nô l_, là n_ T_ng th_ng __u tiên",__________________,
77,Wrong_Rationale_2,"The Emancipation Proclamation was an executive order issued by President Abraham Lincoln, not Susan B. Anthony. There has never been a female President in U.S. history, and Anthony lived in the 19th century when women couldn't even vote.",Wrong_Rationale_2,"The Emancipation Proclamation was an executive order issued by President Abraham Lincoln, not Susan B. Anthony. There has never been a female President in U.S. history, and Anthony lived in the 19th century when women couldn't even vote.","La Proclamación de Emancipación fue una orden ejecutiva emitida por el presidente Abraham Lincoln, no por Susan B. Anthony. Nunca ha habido una presidenta en la historia de EE.UU., y Anthony vivió en el siglo XIX, cuando las mujeres ni siquiera podían votar.","_____ _____ ______ ___ _____ ________ _____ ______ _______ _______ ____ _____ _. ______. __ ___ ____ _____ _____ __ _____ ________ ________ _____ ______ __ _____ ______ ___ ___ __ ___ _____ ______ ________.","La Proclamation d’émancipation était un ordre exécutif émis par le président Abraham Lincoln, pas Susan B. Anthony. Il n’y a jamais eu de femme présidente dans l’histoire des États-Unis, et Anthony a vécu au XIXe siècle, quand les femmes ne pouvaient même pas voter.","______ ________ __________ _______ _____ ______ ____ __ _________ ____ __, _____ __. _____ ______ _____ _______ ______ ___ ___ ___ _____ __________ ____ ___ __, __ _____ 19___ ___ ___ ____ __ _______ ___ __ ____ __ ____ ____",_______ ___ _____ ___ ___ ______ __ B. ____ ___. __ ___ __ ____ _ __ ____ ____ ___ ____ _ _ ___ 19___ ___.,"Ang Proklamasyon ng Emansipasyon ay isang utos na ipinatupad ni Pangulong Abraham Lincoln, hindi ni Susan B. Anthony. Wala pang naging babaeng Pangulo sa kasaysayan ng U.S., at nabuhay si Anthony noong ika-19 na siglo kung saan hindi pa makakaboto ang mga kababaihan.","Tuyên ngôn Gi_i phóng Nô l_ là m_t s_c l_nh hành pháp do T_ng th_ng Abraham Lincoln ban hành, không ph_i Susan B. Anthony. Ch_a t_ng có n_ T_ng th_ng nào trong l_ch s_ Hoa K_, và Anthony s_ng vào th_ k_ 19, khi ph_ n_ th_m chí còn không ___c b_ phi_u.",___________·________________·B·_________________________19______________,
77,Wrong_Answer_3,"founded the American Red Cross, wrote the Declaration of Independence",Wrong_Answer_3,"founded the American Red Cross, wrote the Declaration of Independence","fundó la Cruz Roja Americana, escribió la Declaración de Independencia","____ ______ ______ _________ _____ _____ _________","a fondé la Croix-Rouge américaine, a rédigé la Déclaration d’indépendance","_______ ___ _____ __ _______ __, __________ __ _____ ____","__ ____ ____, __ ____ ____","nagtatag ng American Red Cross, sumulat ng Deklarasyon ng Kalayaan","thành l_p H_i Ch_ th_p __ Hoa K_, vi_t Tuyên ngôn __c l_p",___________________,
77,Wrong_Rationale_3,"The American Red Cross was founded by Clara Barton, not Susan B. Anthony. The Declaration of Independence was written by Thomas Jefferson and other founding fathers in 1776, long before Anthony was born in 1820.",Wrong_Rationale_3,"The American Red Cross was founded by Clara Barton, not Susan B. Anthony. The Declaration of Independence was written by Thomas Jefferson and other founding fathers in 1776, long before Anthony was born in 1820.","La Cruz Roja Americana fue fundada por Clara Barton, no por Susan B. Anthony. La Declaración de Independencia fue escrita por Thomas Jefferson y otros padres fundadores en 1776, mucho antes de que Anthony naciera en 1820.","______ ______ ________ ____ ___ __ _____ _______ ____ _____ _. ______. _____ _________ ____ _____ _______ _____ ______ _____ ___ 1776_ __ ___ _____ ______ __ 1820 ____ ____.","La Croix-Rouge américaine a été fondée par Clara Barton, pas Susan B. Anthony. La Déclaration d’indépendance a été rédigée par Thomas Jefferson et d’autres pères fondateurs en 1776, bien avant la naissance d’Anthony en 1820.","_______ ___ _____ __ _______ ______ ______ __ __ __, _ __ _____ __. _____ ___ __________ __ _____ ____ ______ __ ____ ________ ______ ______ 1776 ___ ____ __ __, _____ __ ____ (1820) __ ____ _____",__ ____ ___ ___ ___ ___ __ B. ____ ___. __ ____ 1776_ ___ ____ __ ___ _____ ___ ___ ____ 1820__ ____ __ _ ___.,"Ang American Red Cross ay itinatag ni Clara Barton, hindi ni Susan B. Anthony. Ang Deklarasyon ng Kalayaan ay isinulat nina Thomas Jefferson at iba pang founding fathers noong 1776, matagal bago ipinanganak si Anthony noong 1820.","H_i Ch_ th_p __ Hoa K_ do Clara Barton sáng l_p, không ph_i Susan B. Anthony. B_n Tuyên ngôn __c l_p ___c vi_t b_i Thomas Jefferson và các nhà l_p qu_c khác vào n_m 1776, r_t lâu tr__c khi Anthony sinh n_m 1820.",___________·__________·B·______________·___________1776________1820_______,
78,Question,Name one war fought by the United States in the 1900s.,Question,Name one war fought by the United States in the 1900s.,Nombra una guerra en la que lucharon los Estados Unidos en el siglo XX.,____ _____ _____ ______ ________ _______ __ _____ _______.,Nommez une guerre à laquelle les États-Unis ont participé au XXe siècle.,1900 __ ___ ___ _______ _____ _______ ______ ____ __ __ _____ __ ___ ______,1900___ ___ ___ ___ __ ____.,Banggitin ang isang digmaan na nilahukan ng Estados Unidos noong 1900s.,K_ tên m_t cu_c chi_n mà Hoa K_ tham gia trong th_ k_ 20.,_____20___________,
78,Correct_Answer_1,World War I,Correct_Answer_1,World War I,Primera Guerra Mundial,_____ ________ ______,Première Guerre mondiale,_____ _____ _____,_1_ ____,Unang Digmaang Pandaigdig,Chi_n tranh th_ gi_i th_ nh_t,_______,
78,Correct_Rationale_1,The United States entered the war in 1917.,Correct_Rationale_1,The United States entered the war in 1917.,Estados Unidos entró en la guerra en 1917.,____ ________ _______ _____ __ ___ 1917.,Les États-Unis sont entrés en guerre en 1917.,_______ _____ _______ 1917 ___ _____ ___ _____ ____,___ 1917__ ______.,Pumasok ang Estados Unidos sa digmaan noong 1917.,Hoa K_ tham gia chi_n tranh n_m 1917.,___1917____,
78,Correct_Answer_2,World War II,Correct_Answer_2,World War II,Segunda Guerra Mundial,_____ ________ _______,Deuxième Guerre mondiale,_______ _____ _____,_2_ ____,Ikalawang Digmaang Pandaigdig,Chi_n tranh th_ gi_i th_ hai,_______,
78,Correct_Rationale_2,The United States entered the war after the attack on Pearl Harbor in 1941.,Correct_Rationale_2,The United States entered the war after the attack on Pearl Harbor in 1941.,Estados Unidos entró en la guerra después del ataque a Pearl Harbor en 1941.,____ ________ _______ _____ ___ ______ ___ ____ ______ ___ 1941.,Les États-Unis sont entrés en guerre après l'attaque de Pearl Harbor en 1941.,_______ _____ _______ 1941 ___ ____ ______ __ ____ __ ___ _____ ___ _____ ____,___ 1941_ ___ __ __ ______.,Pumasok ang Estados Unidos sa digmaan matapos ang pag-atake sa Pearl Harbor noong 1941.,Hoa K_ tham gia chi_n tranh sau cu_c t_n công Trân Châu C_ng n_m 1941.,___1941__________,
78,Correct_Answer_3,Korean War,Correct_Answer_3,Korean War,Guerra de Corea,_____ _______,Guerre de Corée,_______ _____,____,Digmaang Koreano,Chi_n tranh Tri_u Tiên,____,
78,Correct_Rationale_3,This war began in 1950.,Correct_Rationale_3,This war began in 1950.,Esta guerra comenzó en 1950.,____ ___ _____ ___ 1950.,Cette guerre a commencé en 1950.,__ _____ 1950 ___ ____ ____,_ ___ 1950__ _______.,Nagsimula ang digmaang ito noong 1950.,Cu_c chi_n này b_t __u vào n_m 1950.,______1950__,
78,Correct_Answer_4,Vietnam War,Correct_Answer_4,Vietnam War,Guerra de Vietnam,___ ______,Guerre du Viêt Nam,_______ _____,_____,Digmaang Vietnam,Chi_n tranh Vi_t Nam,____,
78,Correct_Rationale_4,This war took place during the 1960s and 1970s.,Correct_Rationale_4,This war took place during the 1960s and 1970s.,Esta guerra tuvo lugar durante las décadas de 1960 y 1970.,____ ___ _____ ____ _________ ___________.,Cette guerre a eu lieu dans les années 1960 et 1970.,__ _____ 1960 __ 1970 __ ___ ___ ____,_ ___ 1960___ 1970___ ______.,Nangyari ang digmaang ito noong 1960s at 1970s.,Cu_c chi_n này di_n ra trong nh_ng n_m 1960 và 1970.,_______20__60_70___,
78,Correct_Answer_5,(Persian) Gulf War,Correct_Answer_5,(Persian) Gulf War,Guerra del Golfo (Pérsico),___ ______ (_______),Guerre du Golfe (persique),(______) _____ _____,(____) ____,Digmaang Golpo (Persian),Chi_n tranh vùng V_nh (Ba T_),________,
78,Correct_Rationale_5,This war took place in 1991.,Correct_Rationale_5,This war took place in 1991.,Esta guerra tuvo lugar en 1991.,____ ___ _____ ___ 1991.,Cette guerre a eu lieu en 1991.,__ _____ 1991 ___ ____,_ ___ 1991__ ______.,Nangyari ang digmaang ito noong 1991.,Cu_c chi_n này di_n ra n_m 1991.,_______1991__,
